crash_date,news_date,headline
2020-04-01,2020-03-26,"2020 NASCAR schedule unveiled, with plenty of changes | NASCAR.com"
2020-04-01,2020-03-26,2020 Rock & Metal Festival Cancellations Begin To Surge - Forbes
2020-04-01,2020-03-26,"A grocery store threw out $35,000 in food that a woman intentionally coughed on, sparking coronavirus fears, police said - CNN"
2020-04-01,2020-03-27,IRS has $1 billion in 2020 tax refunds. Time is running out to collect.
2020-04-01,2020-03-27,The CARES Act Has Passed: Here Are The Highlights - Forbes
2020-04-01,2020-03-27,Wealthy real estate developers like Trump score a huge tax break in the stimulus bill - CNN
2020-04-01,2020-03-27,"Congress Suspends Required Minimum Distributions For 401(k)s And IRAs For 2020, Opening Window To Tax Savings"
2020-04-01,2020-03-27,Here's a breakdown of the $2T coronavirus bailout - New York Post
2020-04-01,2020-03-27,"U.S. markets down sharply, snapping three-day winning streak - The Washington Post"
2020-04-01,2020-03-27,"Mega Millions winning numbers for Friday, March 27, 2020 - Bergen Record"
2020-04-01,2020-03-27,Mega Millions results for 03/27/20; jackpot worth $107 million
2020-04-01,2020-03-27,Wealthy real estate developers like Trump score a huge tax break in the stimulus bill
2020-04-01,2020-03-28,"Powerball lottery: Did you win Saturday’s $160M Powerball drawing? Winning numbers, live results (03/28/2020) - nj.com"
2020-04-01,2020-03-28,"Coronavirus updates from March 28, 2020 - CBS News"
2020-04-01,2020-03-28,The Great American Migration of 2020: On the move to escape the coronavirus - The Washington Post
2020-04-01,2020-03-28,The Increasing Need For Strategic Alliances
2020-04-01,2020-03-28,Tips For 2020 Tax Returns With IRA Distributions
2020-04-01,2020-03-28,Billboard Hot 100™
2020-04-01,2020-03-28,Why NYC's restaurant scene is guaranteed to bounce back - New York Post
2020-04-01,2020-03-28,The Lost Month: How a Failure to Test Blinded the U.S. to Covid-19 (Published 2020) - The New York Times
2020-04-01,2020-03-28,"28 years later, a no-disc version of the Sega CD exists—and it rocks [Updated]"
2020-04-01,2020-03-28,"K8 Meteorologists recount covering March 28, 2020 tornado - KAIT"
2020-04-01,2020-03-28,Business in Brief: 03/28/2020 | Business | record-eagle.com
2020-04-01,2020-03-29,"The 2020 Census Questions Every U.S Household Will Be Asked, Annotated - NPR"
2020-04-01,2020-03-29,The CARES Act Has Passed: Here Are The Highlights - Forbes
2020-04-01,2020-03-29,"Coronavirus updates from March 29, 2020 - CBS News"
2020-04-01,2020-03-29,John Prine critically ill with COVID-19 | CNN
2020-04-01,2020-03-29,Choir practice turns fatal. Coronavirus is to blame - Los Angeles Times
2020-04-01,2020-03-29,Inside the White House during '15 Days to Slow the Spread'
2020-04-01,2020-03-29,2020 Intimacy Survey Finds Tinder Most Used Dating App In COVID-19 Era - Forbes
2020-04-01,2020-03-29,Did an Illuminati Conspiracy Theory Help Elect Thomas Jefferson?
2020-04-01,2020-03-29,"Movies on TV this week: Sunday, March 29, 2020"
2020-04-01,2020-03-30,"03-30-2020: Stay at home order, census counting, blood banks"
2020-04-01,2020-03-30,"USNI News Fleet and Marine Tracker: March 30, 2020"
2020-04-01,2020-03-30,US Dollar Exchange Rates for 30/03/2020 (30 March 2020)
2020-04-01,2020-03-30,"Coronavirus stay-at-home and shelter-in-place orders, by state - USA TODAY"
2020-04-01,2020-03-31,Exchange Rates History for 31 March 2020 (31/03/2020)
2020-04-01,2020-03-31,"Coronavirus updates from March 31, 2020 - CBS News"
2020-04-01,2020-03-31,Here’s why you should buy the new 2020 MacBook Air [Comparison]
2020-04-01,2020-03-31,What You Need To Know About The 2020 Census - NPR
2020-04-01,2020-03-31,Review: 2020 MacBook Air is once again the computer for the rest of us
2020-04-01,2020-03-31,Georgia Senate 2020 Race - OpenSecrets
2020-04-01,2020-03-31,"Coranavirus: Strict new Bay Area shelter-in-place order text issued March 31, 2020 - The Mercury News"
2020-04-01,2020-03-31,Representative Exchange Rates for Selected Currencies for March 2020 - IMF
2020-04-01,2020-03-31,US Dollar Exchange Rates for 31/03/2020 (31 March 2020)
2020-04-01,2020-04-01,Pakistani Rupee Exchange Rates for 04/01/2020 ( 4 January 2020)
2020-04-01,2020-04-01,Jordanian Dinar Exchange Rates for 04/01/2020 ( 4 January 2020)
2020-04-01,2020-04-01,China’s economy may not grow at all in 2020. That hasn’t happened in 44 years
2020-04-01,2020-04-01,"Powerball winning numbers for Wednesday, 04/01/2020; jackpot $170 million"
2020-04-01,2020-04-01,"Coronavirus updates from April 1, 2020 - CBS News"
2020-04-01,2020-04-01,"2020 Census, starring the internet - POLITICO"
2020-04-01,2020-04-01,Forbes Releases 2020 30 Under 30 Asia List
2020-04-02,2020-03-27,IRS has $1 billion in 2020 tax refunds. Time is running out to collect.
2020-04-02,2020-03-27,The CARES Act Has Passed: Here Are The Highlights - Forbes
2020-04-02,2020-03-27,Wealthy real estate developers like Trump score a huge tax break in the stimulus bill - CNN
2020-04-02,2020-03-27,"Congress Suspends Required Minimum Distributions For 401(k)s And IRAs For 2020, Opening Window To Tax Savings"
2020-04-02,2020-03-27,Here's a breakdown of the $2T coronavirus bailout - New York Post
2020-04-02,2020-03-27,"U.S. markets down sharply, snapping three-day winning streak - The Washington Post"
2020-04-02,2020-03-27,"Mega Millions winning numbers for Friday, March 27, 2020 - Bergen Record"
2020-04-02,2020-03-27,Mega Millions results for 03/27/20; jackpot worth $107 million
2020-04-02,2020-03-27,Wealthy real estate developers like Trump score a huge tax break in the stimulus bill
2020-04-02,2020-03-28,"Powerball lottery: Did you win Saturday’s $160M Powerball drawing? Winning numbers, live results (03/28/2020) - nj.com"
2020-04-02,2020-03-28,"Coronavirus updates from March 28, 2020 - CBS News"
2020-04-02,2020-03-28,The Great American Migration of 2020: On the move to escape the coronavirus - The Washington Post
2020-04-02,2020-03-28,The Increasing Need For Strategic Alliances
2020-04-02,2020-03-28,Tips For 2020 Tax Returns With IRA Distributions
2020-04-02,2020-03-28,Billboard Hot 100™
2020-04-02,2020-03-28,Why NYC's restaurant scene is guaranteed to bounce back - New York Post
2020-04-02,2020-03-28,The Lost Month: How a Failure to Test Blinded the U.S. to Covid-19 (Published 2020) - The New York Times
2020-04-02,2020-03-28,"28 years later, a no-disc version of the Sega CD exists—and it rocks [Updated]"
2020-04-02,2020-03-28,"K8 Meteorologists recount covering March 28, 2020 tornado - KAIT"
2020-04-02,2020-03-28,Business in Brief: 03/28/2020 | Business | record-eagle.com
2020-04-02,2020-03-29,"The 2020 Census Questions Every U.S Household Will Be Asked, Annotated - NPR"
2020-04-02,2020-03-29,The CARES Act Has Passed: Here Are The Highlights - Forbes
2020-04-02,2020-03-29,"Coronavirus updates from March 29, 2020 - CBS News"
2020-04-02,2020-03-29,John Prine critically ill with COVID-19 | CNN
2020-04-02,2020-03-29,Choir practice turns fatal. Coronavirus is to blame - Los Angeles Times
2020-04-02,2020-03-29,Inside the White House during '15 Days to Slow the Spread'
2020-04-02,2020-03-29,2020 Intimacy Survey Finds Tinder Most Used Dating App In COVID-19 Era - Forbes
2020-04-02,2020-03-29,Did an Illuminati Conspiracy Theory Help Elect Thomas Jefferson?
2020-04-02,2020-03-29,"Movies on TV this week: Sunday, March 29, 2020"
2020-04-02,2020-03-30,"03-30-2020: Stay at home order, census counting, blood banks"
2020-04-02,2020-03-30,"USNI News Fleet and Marine Tracker: March 30, 2020"
2020-04-02,2020-03-30,US Dollar Exchange Rates for 30/03/2020 (30 March 2020)
2020-04-02,2020-03-30,"Coronavirus stay-at-home and shelter-in-place orders, by state - USA TODAY"
2020-04-02,2020-03-31,Exchange Rates History for 31 March 2020 (31/03/2020)
2020-04-02,2020-03-31,"Coronavirus updates from March 31, 2020 - CBS News"
2020-04-02,2020-03-31,Here’s why you should buy the new 2020 MacBook Air [Comparison]
2020-04-02,2020-03-31,What You Need To Know About The 2020 Census - NPR
2020-04-02,2020-03-31,Review: 2020 MacBook Air is once again the computer for the rest of us
2020-04-02,2020-03-31,Georgia Senate 2020 Race - OpenSecrets
2020-04-02,2020-03-31,"Coranavirus: Strict new Bay Area shelter-in-place order text issued March 31, 2020 - The Mercury News"
2020-04-02,2020-03-31,Representative Exchange Rates for Selected Currencies for March 2020 - IMF
2020-04-02,2020-03-31,US Dollar Exchange Rates for 31/03/2020 (31 March 2020)
2020-04-02,2020-04-01,Pakistani Rupee Exchange Rates for 04/01/2020 ( 4 January 2020)
2020-04-02,2020-04-01,Jordanian Dinar Exchange Rates for 04/01/2020 ( 4 January 2020)
2020-04-02,2020-04-01,China’s economy may not grow at all in 2020. That hasn’t happened in 44 years
2020-04-02,2020-04-01,"Powerball winning numbers for Wednesday, 04/01/2020; jackpot $170 million"
2020-04-02,2020-04-01,"Coronavirus updates from April 1, 2020 - CBS News"
2020-04-02,2020-04-01,"2020 Census, starring the internet - POLITICO"
2020-04-02,2020-04-01,Forbes Releases 2020 30 Under 30 Asia List
2020-04-02,2020-04-02,Mongolian Tugrik Exchange Rates for 04/02/2020 ( 4 February 2020)
2020-04-02,2020-04-02,US Dollar Exchange Rates for 04/02/2020 ( 4 February 2020)
2020-04-02,2020-04-02,Phys.org | Archive : 04/02/2020
2020-04-02,2020-04-02,How To Upgrade To Windows 10 For ‘Free’ In 2020 [Updated]
2020-04-21,2020-04-16,"04-16-2020 PPP, Immigrant Sites, 401(k), Be A Light - PBS"
2020-04-21,2020-04-17,"Coronavirus updates from April 17, 2020 - CBS News"
2020-04-21,2020-04-17,Chilling letter investigated as clue in girl's disappearance
2020-04-21,2020-04-17,"It’s clear where college students are counted in the 2020 census, but not others who moved due to COVID-19 - Pew Research Center"
2020-04-21,2020-04-17,How 2020 Is Ushering In A New Era For Corporate Social Responsibility
2020-04-21,2020-04-17,"Here Are The Billionaires Backing Donald Trump’s Campaign, As Of February 2020 - Forbes"
2020-04-21,2020-04-17,King County deaths (04/17/2020) - seattlepi.com
2020-04-21,2020-04-18,2020 WNBA Draft results: See all 36 picks - For The Win
2020-04-21,2020-04-18,A 2020 ransomware attack is still harming Baltimore teachers
2020-04-21,2020-04-18,The Coronavirus in America: The Year Ahead - The New York Times
2020-04-21,2020-04-19,"Coronavirus updates from April 20, 2020 - CBS News"
2020-04-21,2020-04-19,"CNN 10 - April 20, 2020"
2020-04-21,2020-04-19,Why Do Women Make Such Good Leaders During COVID-19? - Forbes
2020-04-21,2020-04-19,Hospital Payments and the COVID-19 Death Count
2020-04-21,2020-04-20,"Coronavirus updates from April 20, 2020 - CBS News"
2020-04-21,2020-04-20,Exchange Rates History for 20 April 2020 (20/04/2020)
2020-04-21,2020-04-20,Negative Oil Prices: What Does Oil Below Zero Really Mean? - Bloomberg
2020-04-21,2020-04-20,What Trump did about coronavirus in February - The Washington Post
2020-04-21,2020-04-20,US Dollar Exchange Rates for 20/04/2020 (20 April 2020)
2020-04-21,2020-04-21,"Coronavirus updates from April 21, 2020 - CBS News"
2020-04-21,2020-04-21,Exchange Rates History for 21 April 2020 (21/04/2020)
2020-04-21,2020-04-21,King County deaths (04/21/2020) - seattlepi.com
2020-04-21,2020-04-21,"9to5Mac Daily: April 21, 2020 – iPhone production ramp up, 5G iPad delay"
2020-04-21,2020-04-21,"Mega Millions winning numbers for Tuesday, 04/21/2020; jackpot $164 million"
2020-05-01,2020-04-25,"Coronavirus updates from April 25, 2020 - CBS News"
2020-05-01,2020-04-25,"2020 NFL Draft Rounds 4-7 Live: NFL Draft Order, TV Channel, Live Stream, How to Watch - For The Win"
2020-05-01,2020-04-25,"Fact check: Trump, in 2023, tells a new lie about the 2020 election"
2020-05-01,2020-04-26,"Coronavirus updates from April 26, 2020 - CBS News"
2020-05-01,2020-04-26,"Your questions about the 2020 Census, answered"
2020-05-01,2020-04-26,The virus hunters who search bat caves to predict the next pandemic
2020-05-01,2020-04-26,An Artist’s New Migration Song - The New York Times
2020-05-01,2020-04-27,"Coronavirus updates from April 27, 2020 - CBS News"
2020-05-01,2020-04-27,More iPhone Production Delays Add To Launch Confusion - Forbes
2020-05-01,2020-04-27,Muslim voter turnout grew in 2020 - POLITICO
2020-05-01,2020-04-27,"USNI News Fleet and Marine Tracker: April 27, 2020"
2020-05-01,2020-04-27,"Arizona Horizon | 04-27-2020 Tax Day, Astronaut, Plasma - PBS"
2020-05-01,2020-04-27,‘Never Have I Ever’ review | CNN
2020-05-01,2020-04-27,King County deaths (04/27/2020) - seattlepi.com
2020-05-01,2020-04-27,"Classic Lotto numbers for Monday, 04/27/2020; Ohio Lottery results"
2020-05-01,2020-04-28,"Coronavirus updates from April 28, 2020 - CBS News"
2020-05-01,2020-04-28,"For Airbnb, 2020 Was Supposed To Be A Banner Year. Then The Pandemic Hit - NPR"
2020-05-01,2020-04-28,"Portage County primary election results for March 17, 2020, extended to April 28, 2020"
2020-05-01,2020-04-29,"Coronavirus updates from April 29, 2020 - CBS News"
2020-05-01,2020-04-29,"Powerball winning numbers for Wednesday, 04/29/2020; jackpot $43 million"
2020-05-01,2020-04-29,"9to5Mac Daily: April 29, 2020 – Apple Maps COVID-19 update, more"
2020-05-01,2020-04-29,King County deaths (04/29/2020) - seattlepi.com
2020-05-01,2020-04-30,US Dollar Exchange Rates for 30/04/2020 (30 April 2020)
2020-05-01,2020-04-30,Class Of 2020 Has Caps And Gowns - WBUR
2020-05-01,2020-04-30,King County deaths (04/30/2020) - seattlepi.com
2020-05-01,2020-05-01,US Dollar Exchange Rates for 05/01/2020 ( 5 January 2020)
2020-05-01,2020-05-01,"How You Can ""Undo"" 2020 Retirement Distributions And RMDs - Forbes"
2020-05-01,2020-05-01,"Golden Globes 2020: Complete list of winners, highlights, nominees, snubs, performances — live updates today - CBS News"
2020-05-01,2020-05-01,Golden Globes 2020: A brutally honest review of the show - USA TODAY
2020-05-01,2020-05-01,Exchange Rates History for 5 January 2020 (05/01/2020)
2020-06-11,2020-06-05,Tonga Paanga Exchange Rates for 06/05/2020 ( 6 May 2020)
2020-06-11,2020-06-05,US Dollar Exchange Rates for 06/05/2020 ( 6 May 2020)
2020-06-11,2020-06-05,"Mega Millions lottery: Did you win Friday’s $378M Mega Millions drawing? Live results, winning numbers (06/05/2020) - nj.com"
2020-06-11,2020-06-07,Mexican Peso Exchange Rates for 06/07/2020 ( 6 July 2020)
2020-06-11,2020-06-07,Jamaican Dollar Exchange Rates for 06/07/2020 ( 6 July 2020)
2020-06-11,2020-06-07,"Class of 2020, ‘You don’t have to accept the world as it is’"
2020-06-11,2020-06-07,"George Floyd U.S. protests live updates from June 7, 2020"
2020-06-11,2020-06-07,"More Than 15,500 Stores Are Closing In 2020 So Far—A Number That Will Surely Rise - Forbes"
2020-06-11,2020-06-07,"Michelle Obama commencement speech - Class of 2020, don’t ever let anyone say you’re too angry - The Washington Post"
2020-06-11,2020-06-07,A family was set to be reunited after nearly four years apart. Then coronavirus struck. - CNN
2020-06-11,2020-06-08,Iraqi Dinar Exchange Rates for 06/08/2020 ( 6 August 2020)
2020-06-11,2020-06-08,Japanese Yen Exchange Rates for 06/08/2020 ( 6 August 2020)
2020-06-11,2020-06-08,USDCAD Analysis – 06/08/2020 | FXEmpire
2020-06-11,2020-06-08,USDCAD Analysis – 06/08/2020 - Yahoo Finance
2020-06-11,2020-06-08,"06-08-20: Defunding police, business, COVID spike | Season 2020 - PBS"
2020-06-11,2020-06-08,Phys.org | Archive : 06/08/2020
2020-07-24,2020-07-18,Pollsters: ‘Impossible’ to say why 2020 polls were wrong
2020-07-24,2020-07-18,Billboard 200™
2020-07-24,2020-07-18,Trump keeps fighting a Confederate flag battle many supporters have conceded - POLITICO
2020-07-24,2020-07-18,Euro Exchange Rates for 18/07/2020 (18 July 2020)
2020-07-24,2020-07-18,"Louis Farrakhan's ties to politicians, celebrities run deep"
2020-07-24,2020-07-18,The Fed Is Going To Buy Stocks - Forbes
2020-07-24,2020-07-18,"2020 presidential polls suffered worst performance in decades, report says"
2020-07-24,2020-07-20,10 Banks With The Best CD Yields Of 2020
2020-07-24,2020-07-20,US Dollar Exchange Rates for 20/07/2020 (20 July 2020)
2020-07-24,2020-07-20,2020 Olympics would have been this week; what will 2021 Games be like? - USA TODAY
2020-07-24,2020-07-20,"What you need to know about coronavirus on Monday, July 20"
2020-07-24,2020-07-20,"2020 Was The Most Stressful Year On Record, Poll Finds - Forbes"
2020-07-24,2020-07-20,Regional Roundup - 07/20/2020 - WHYY
2020-07-24,2020-07-20,2020 election: Pelosi says Congress may be target of foreign meddling - USA TODAY
2020-07-24,2020-07-21,07/21/2020: Could be an active day on Wednesday…. - NEWS10 ABC
2020-07-24,2020-07-21,2020 is shattering gun violence records. We must act.
2020-07-24,2020-07-21,Trump Cuts Legal Immigrants By Half And He’s Not Done Yet - Forbes
2020-07-24,2020-07-21,"Longmont-area real estate, commercial deals, Aug. 2, 2020"
